source,target,year,quarter,log_git_pushes,weight
CY,FR,2020,1,9.845540592581278,5.294661957814942
CY,DE,2020,1,9.845540592581278,6.3174554099257
CY,NL,2020,1,9.845540592581278,5.690557614906956
CY,CA,2020,1,9.845540592581278,6.025196670446507
CY,PT,2020,1,9.845540592581278,5.275430595887054
CY,US,2020,1,9.845540592581278,7.63555159349049
CY,RU,2020,1,9.845540592581278,7.413781983312954
CY,GB,2020,1,9.845540592581278,6.913578614203586
LU,US,2020,1,10.412200947115844,6.699544888442865
LU,IT,2020,1,10.412200947115844,4.92575766161924
LU,DE,2020,1,10.412200947115844,6.635351730803805
LU,GB,2020,1,10.412200947115844,6.086041770942845
LU,NL,2020,1,10.412200947115844,5.510145852562248
LU,NZ,2020,1,10.412200947115844,4.67553315170236
LU,FR,2020,1,10.412200947115844,7.1878387756784745
LU,CH,2020,1,10.412200947115844,7.405562259523345
LU,PL,2020,1,10.412200947115844,5.65267915929779
LU,RU,2020,1,10.412200947115844,5.281668955272675
LU,BE,2020,1,10.412200947115844,6.624240505378735
VE,CA,2020,1,11.229952288246182,5.94502335198042
VE,US,2020,1,11.229952288246182,6.814818934253924
VE,SV,2020,1,11.229952288246182,5.053234168148082
VE,BR,2020,1,11.229952288246182,4.864522813255356
VE,UA,2020,1,11.229952288246182,4.856800767161446
VE,CO,2020,1,11.229952288246182,6.926505133563424
VE,CR,2020,1,11.229952288246182,5.659948842935719
VE,AR,2020,1,11.229952288246182,7.297461177067572
VE,ES,2020,1,11.229952288246182,6.112880488282808
VE,FR,2020,1,11.229952288246182,5.7808135451295115
